Fahrten,Namen
168,S7 (Regionalverkehr Bern-Solothurn)
7,S2 (BLS AG (bls))
5,12 (Städtische Verkehrsbetriebe Bern)
5,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
5,8 (Städtische Verkehrsbetriebe Bern)
5,S8 (Regionalverkehr Bern-Solothurn)
4,794 (PostAuto AG)
3,S31 (BLS AG (bls))
2,7 (Städtische Verkehrsbetriebe Bern)
2,EC (Schweizerische Bundesbahnen SBB)
1,RE1 (BLS AG (bls))
1,IR65 (BLS AG (bls))
0,10 (Städtische Verkehrsbetriebe Bern)
0,36 (Autobusbetrieb RBS)
0,S51 (BLS AG (bls))
0,S1 (BLS AG (bls))
0,S3 (BLS AG (bls))
0,S52 (BLS AG (bls))
0,RE5 (Regionalverkehr Bern-Solothurn)
0,5 (Verkehrsbetriebe Biel)
