Fahrten,Namen
750,S7 (Regionalverkehr Bern-Solothurn)
94,6 (Städtische Verkehrsbetriebe Bern)
64,44 (Autobusbetrieb RBS)
39,S2 (BLS AG (bls))
38,794 (PostAuto AG)
29,40 (Autobusbetrieb RBS)
18,S42 (BLS AG (bls))
18,S1 (BLS AG (bls))
18,S8 (Regionalverkehr Bern-Solothurn)
17,791 (PostAuto AG)
17,20 (Städtische Verkehrsbetriebe Bern)
15,10 (Städtische Verkehrsbetriebe Bern)
12,S4 (BLS AG (bls))
10,8 (Städtische Verkehrsbetriebe Bern)
10,9 (Städtische Verkehrsbetriebe Bern)
10,RE1 (BLS AG (bls))
9,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,S41 (BLS AG (bls))
8,7 (Städtische Verkehrsbetriebe Bern)
8,795 (PostAuto AG)
