Fahrten,Namen
121,Bern - Fraubrunnen
27,Fraubrunnen - Mattstetten
26,Fraubrunnen - Jegenstorf
17,Burgdorf - Fraubrunnen
8,Fraubrunnen - Kirchberg (BE)
8,Fraubrunnen - Ittigen
7,Fraubrunnen - Rapperswil (BE)
7,Fraubrunnen - Utzenstorf
6,Fraubrunnen - Zollikofen
6,Bätterkinden - Fraubrunnen
6,Fraubrunnen - Moosseedorf
5,Fraubrunnen - Lyssach
3,Fraubrunnen - Solothurn
3,Fraubrunnen - Ostermundigen
3,Fraubrunnen - Lyss
3,Fraubrunnen - Hindelbank
3,Fraubrunnen - Köniz
1,Biel/Bienne - Fraubrunnen
1,Fraubrunnen - Zielebach
1,Fraubrunnen - Rubigen
