Fahrten,Namen
1308,Bern
1285,Solothurn
211,Biberist RBS
209,Bätterkinden
200,"Bern, Bollwerk"
183,"Bern, Hirschengraben"
119,"Bern, Wyleregg"
92,Lohn-Lüterkofen
70,"Bern, Inselplatz"
69,"Zuchwil, Kornfeld"
67,"Solothurn, Gibelinstrasse"
54,"Solothurn, Grenchenstrasse"
54,"Gerlafingen, Dorfzentrum"
49,Langendorf
46,"Bern, Bärenplatz"
42,"Bern, Bahnhof"
39,St. Katharinen
38,"Bern, Zytglogge"
38,"Solothurn, Kunstmuseum"
34,Papiermühle
