Fahrten,Namen
1099,Bern
1097,Solothurn
160,"Bern, Hirschengraben"
154,Biberist RBS
137,"Bern, Bollwerk"
133,Bätterkinden
83,Lohn-Lüterkofen
79,"Bern, Wyleregg"
64,"Solothurn, Gibelinstrasse"
60,"Zuchwil, Kornfeld"
60,"Bern, Inselplatz"
52,"Solothurn, Grenchenstrasse"
49,Langendorf
39,"Bern, Bärenplatz"
39,St. Katharinen
38,"Solothurn, Kunstmuseum"
33,"Bern, Zytglogge"
25,Luterbach-Attisholz
24,"Bern, Gewerbeschule"
24,"Solothurn, Ulmenweg"
