Fahrten,Namen
581,Bern - Solothurn
217,Bern - Zuchwil
133,Bern - Biberist
100,Bern - Bätterkinden
70,Bern - Lohn-Ammannsegg
52,Bern - Langendorf
30,Bern - Gerlafingen
26,Bern - Luterbach
25,Bern - Derendingen
22,Köniz - Solothurn
21,Bern - Utzenstorf
15,Bellach - Bern
13,Bern - Riedholz
10,Solothurn - Thun
9,Bern - Deitingen
8,Bern - Wiedlisbach
8,Bern - Walliswil bei Niederbipp
6,Bern - Wiler bei Utzenstorf
6,Bern - Subingen
6,Köniz - Zuchwil
