Fahrten,Namen
4306,S8 (Regionalverkehr Bern-Solothurn)
1177,38 (Autobusbetrieb RBS)
456,RE5 (Regionalverkehr Bern-Solothurn)
341,S4 (BLS AG (bls))
258,465 (Busland AG)
231,10 (Städtische Verkehrsbetriebe Bern)
191,41 (Autobusbetrieb RBS)
188,36 (Autobusbetrieb RBS)
183,S31 (BLS AG (bls))
147,S7 (Regionalverkehr Bern-Solothurn)
110,871 (Autobusbetrieb RBS)
96,8 (Städtische Verkehrsbetriebe Bern)
96,S3 (BLS AG (bls))
83,12 (Städtische Verkehrsbetriebe Bern)
68,S2 (BLS AG (bls))
68,S20 (Schweizerische Bundesbahnen SBB)
64,6 (Städtische Verkehrsbetriebe Bern)
53,20 (Städtische Verkehrsbetriebe Bern)
50,451 (PostAuto AG)
49,884 (Autobusbetrieb RBS)
