Fahrten,Namen
1621,S7 (Regionalverkehr Bern-Solothurn)
94,8 (Städtische Verkehrsbetriebe Bern)
81,20 (Städtische Verkehrsbetriebe Bern)
79,781 (PostAuto AG)
75,12 (Städtische Verkehrsbetriebe Bern)
72,10 (Städtische Verkehrsbetriebe Bern)
52,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
46,9 (Städtische Verkehrsbetriebe Bern)
37,7 (Städtische Verkehrsbetriebe Bern)
36,6 (Städtische Verkehrsbetriebe Bern)
34,S4 (BLS AG (bls))
34,S2 (BLS AG (bls))
33,RE1 (BLS AG (bls))
25,S31 (BLS AG (bls))
21,791 (PostAuto AG)
18,S44 (BLS AG (bls))
17,21 (Städtische Verkehrsbetriebe Bern)
16,IR35 (Schweizerische Bundesbahnen SBB)
15,S3 (BLS AG (bls))
14,S1 (BLS AG (bls))
