Fahrten,Namen
424,S8 (Regionalverkehr Bern-Solothurn)
33,10 (Städtische Verkehrsbetriebe Bern)
26,S2 (BLS AG (bls))
18,8 (Städtische Verkehrsbetriebe Bern)
18,12 (Städtische Verkehrsbetriebe Bern)
13,EC (Schweizerische Bundesbahnen SBB)
8,6 (Städtische Verkehrsbetriebe Bern)
7,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
6,107 (PostAuto AG)
6,9 (Städtische Verkehrsbetriebe Bern)
5,871 (Autobusbetrieb RBS)
4,RE7 (BLS AG (bls))
3,104 (PostAuto AG)
3,19 (Städtische Verkehrsbetriebe Bern)
2,5 (STI Bus AG)
2,3 (STI Bus AG)
2,IC1 (Schweizerische Bundesbahnen SBB)
2,IR35 (Schweizerische Bundesbahnen SBB)
1,RE1 (BLS AG (bls))
1,21 (Städtische Verkehrsbetriebe Bern)
