Fahrten,Namen
1636,Bern - Mattstetten
1559,Bern - Zollikofen
973,Bern - Moosseedorf
519,Bern - Jegenstorf
186,Köniz - Zollikofen
155,Bern - Fraubrunnen
110,Mattstetten - Ostermundigen
87,Thun - Zollikofen
81,Köniz - Mattstetten
75,Moosseedorf - Ostermundigen
71,Ostermundigen - Zollikofen
70,Mattstetten - Thun
64,Bern - Bäriswil
63,Muri bei Bern - Zollikofen
56,Biel/Bienne - Zollikofen
55,Köniz - Moosseedorf
51,Burgdorf - Zollikofen
36,Mattstetten - Münsingen
36,Biel/Bienne - Mattstetten
36,Bern - Rapperswil (BE)
