Fahrten,Namen
888,S8 (Regionalverkehr Bern-Solothurn)
317,465 (Busland AG)
108,884 (Autobusbetrieb RBS)
52,363 (Autobusbetrieb RBS)
40,S44 (BLS AG (bls))
39,S31 (BLS AG (bls))
38,38 (Autobusbetrieb RBS)
35,41 (Autobusbetrieb RBS)
25,10 (Städtische Verkehrsbetriebe Bern)
22,S4 (BLS AG (bls))
22,36 (Autobusbetrieb RBS)
22,S7 (Regionalverkehr Bern-Solothurn)
13,7 (Städtische Verkehrsbetriebe Bern)
13,S2 (BLS AG (bls))
13,17 (Städtische Verkehrsbetriebe Bern)
12,8 (Städtische Verkehrsbetriebe Bern)
11,882 (PostAuto AG)
9,RE5 (Regionalverkehr Bern-Solothurn)
9,S3 (BLS AG (bls))
7,S11 (BLS AG (bls))
