Fahrten,Namen
184,S8 (Regionalverkehr Bern-Solothurn)
9,RE1 (BLS AG (bls))
5,IC61 (Schweizerische Bundesbahnen SBB)
3,S1 (BLS AG (bls))
2,S7 (Regionalverkehr Bern-Solothurn)
2,IR17 (BLS AG (bls))
2,RE7 (BLS AG (bls))
2,S2 (BLS AG (bls))
2,EC (Schweizerische Bundesbahnen SBB)
2,IC1 (Schweizerische Bundesbahnen SBB)
1,2 (STI Bus AG)
1,5 (STI Bus AG)
1,S5 (BLS AG (bls))
1,S51 (BLS AG (bls))
1,RE3 (Transports publics fribourgeois)
1,3 (STI Bus AG)
1,S6 (BLS AG (bls))
1,IC6 (Schweizerische Bundesbahnen SBB)
1,1 (STI Bus AG)
1,IC8 (Schweizerische Bundesbahnen SBB)
