Fahrten,Namen
215,S7 (Regionalverkehr Bern-Solothurn)
10,791 (PostAuto AG)
9,12 (Städtische Verkehrsbetriebe Bern)
6,20 (Städtische Verkehrsbetriebe Bern)
4,8 (Städtische Verkehrsbetriebe Bern)
2,S6 (BLS AG (bls))
2,S31 (BLS AG (bls))
1,RE5 (Regionalverkehr Bern-Solothurn)
1,IC8 (Schweizerische Bundesbahnen SBB)
1,S51 (BLS AG (bls))
1,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
1,EC (Schweizerische Bundesbahnen SBB)
1,IC1 (Schweizerische Bundesbahnen SBB)
1,S2 (BLS AG (bls))
1,IC61 (Schweizerische Bundesbahnen SBB)
1,IR17 (BLS AG (bls))
1,S52 (BLS AG (bls))
1,765 (Verkehrsbetriebe Glattal)
0,10 (Städtische Verkehrsbetriebe Bern)
0,S20 (Schweizerische Bundesbahnen SBB)
