Fahrten,Namen
558,Bern - Solothurn
212,Bern - Zuchwil
164,Bern - Fraubrunnen
130,Bern - Biberist
96,Bern - Bätterkinden
69,Bern - Lohn-Ammannsegg
52,Bern - Langendorf
30,Bern - Gerlafingen
25,Bern - Luterbach
24,Bern - Derendingen
19,Köniz - Solothurn
18,Bern - Utzenstorf
15,Bellach - Bern
13,Bern - Riedholz
10,Solothurn - Thun
9,Bern - Deitingen
8,Bern - Wiedlisbach
8,Bern - Walliswil bei Niederbipp
6,Bern - Wiler bei Utzenstorf
6,Bern - Subingen
