Fahrten,Namen
2349,Bern
670,Solothurn
608,Jegenstorf
251,Zuchwil
210,Fraubrunnen
153,Biberist
117,Bätterkinden
75,Lohn-Ammannsegg
73,Lyssach
69,Utzenstorf
62,Gerlafingen
60,Derendingen
59,Köniz
58,Langendorf
35,Ittigen
33,Luterbach
33,Ostermundigen
26,Hindelbank
23,Koppigen
22,Burgdorf
