Fahrten,Namen
2702,RE5 (Regionalverkehr Bern-Solothurn)
291,20 (Städtische Verkehrsbetriebe Bern)
150,7 (Busbetrieb Solothurn und Umgebung)
145,5 (Busbetrieb Solothurn und Umgebung)
127,S20 (Schweizerische Bundesbahnen SBB)
123,2 (Busbetrieb Solothurn und Umgebung)
109,12 (Städtische Verkehrsbetriebe Bern)
104,10 (Städtische Verkehrsbetriebe Bern)
103,8 (Städtische Verkehrsbetriebe Bern)
93,884 (Autobusbetrieb RBS)
92,465 (Busland AG)
86,S11 (Aare Seeland mobil (snb))
66,S2 (BLS AG (bls))
56,1 (Busbetrieb Solothurn und Umgebung)
51,6 (Städtische Verkehrsbetriebe Bern)
43,S7 (Regionalverkehr Bern-Solothurn)
42,7 (Städtische Verkehrsbetriebe Bern)
33,S41 (BLS AG (bls))
27,S44 (BLS AG (bls))
24,IR65 (BLS AG (bls))
