Fahrten,Namen
1210,S7 (Regionalverkehr Bern-Solothurn)
60,RE1 (BLS AG (bls))
53,IC61 (Schweizerische Bundesbahnen SBB)
43,IC1 (Schweizerische Bundesbahnen SBB)
43,12 (Städtische Verkehrsbetriebe Bern)
30,S31 (BLS AG (bls))
29,RE5 (Regionalverkehr Bern-Solothurn)
27,IC8 (Schweizerische Bundesbahnen SBB)
26,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
24,EC (Schweizerische Bundesbahnen SBB)
19,IC81 (Schweizerische Bundesbahnen SBB)
18,10 (Städtische Verkehrsbetriebe Bern)
16,S2 (BLS AG (bls))
16,S1 (BLS AG (bls))
15,IC6 (Schweizerische Bundesbahnen SBB)
14,5 (STI Bus AG)
14,IR17 (BLS AG (bls))
13,2 (STI Bus AG)
11,8 (Städtische Verkehrsbetriebe Bern)
10,791 (PostAuto AG)
