Fahrten,Namen
1929,S7 (Regionalverkehr Bern-Solothurn)
109,40 (Autobusbetrieb RBS)
95,IR65 (BLS AG (bls))
68,IC1 (Schweizerische Bundesbahnen SBB)
64,EC (Schweizerische Bundesbahnen SBB)
64,RE1 (BLS AG (bls))
61,IC61 (Schweizerische Bundesbahnen SBB)
57,12 (Städtische Verkehrsbetriebe Bern)
48,S8 (Regionalverkehr Bern-Solothurn)
43,10 (Städtische Verkehrsbetriebe Bern)
37,RE5 (Regionalverkehr Bern-Solothurn)
34,RE2 (Transports publics fribourgeois)
30,S31 (BLS AG (bls))
29,IR16 (Schweizerische Bundesbahnen SBB)
27,IC8 (Schweizerische Bundesbahnen SBB)
26,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
24,S1 (BLS AG (bls))
19,IC81 (Schweizerische Bundesbahnen SBB)
18,S2 (BLS AG (bls))
17,8 (Städtische Verkehrsbetriebe Bern)
