Fahrten,Namen
123,Bern - Lohn-Ammannsegg
39,Lohn-Ammannsegg - Solothurn
10,Lohn-Ammannsegg - Zuchwil
7,Grenchen - Lohn-Ammannsegg
6,Jegenstorf - Lohn-Ammannsegg
5,Lohn-Ammannsegg - Olten
5,Lohn-Ammannsegg - Mattstetten
4,Biel/Bienne - Lohn-Ammannsegg
4,Deitingen - Lohn-Ammannsegg
4,Bern - Lüterkofen-Ichertswil
3,Bettlach - Lohn-Ammannsegg
3,Bern - Buchegg
3,Bätterkinden - Lohn-Ammannsegg
2,Lohn-Ammannsegg - Riedholz
2,Lohn-Ammannsegg - Moosseedorf
2,Lohn-Ammannsegg - Zollikofen
2,Lohn-Ammannsegg - Lyss
2,Bellach - Lohn-Ammannsegg
2,Ittigen - Lohn-Ammannsegg
1,Lohn-Ammannsegg - Selzach
