Fahrten,Namen
583,Lohn-Ammannsegg
145,Solothurn
143,Buchegg
138,Bern
102,Biberist
81,Lüterkofen-Ichertswil
52,Grenchen
50,Zuchwil
44,Bätterkinden
22,Derendingen
20,Gerlafingen
20,Luterbach
20,Utzenstorf
18,Subingen
17,Schnottwil
12,Mattstetten
12,Halten
10,Kirchberg (BE)
10,Fraubrunnen
10,Bettlach
