Fahrten,Namen
702,S7 (Regionalverkehr Bern-Solothurn)
28,S8 (Regionalverkehr Bern-Solothurn)
15,12 (Städtische Verkehrsbetriebe Bern)
14,36 (Autobusbetrieb RBS)
11,791 (PostAuto AG)
11,8 (Städtische Verkehrsbetriebe Bern)
11,40 (Autobusbetrieb RBS)
9,EC (Schweizerische Bundesbahnen SBB)
8,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
8,S2 (BLS AG (bls))
7,10 (Städtische Verkehrsbetriebe Bern)
7,S9 (Regionalverkehr Bern-Solothurn)
6,7 (Städtische Verkehrsbetriebe Bern)
6,20 (Städtische Verkehrsbetriebe Bern)
6,S31 (BLS AG (bls))
5,IR65 (BLS AG (bls))
4,794 (PostAuto AG)
4,781 (PostAuto AG)
3,RE5 (Regionalverkehr Bern-Solothurn)
3,46 (Autobusbetrieb RBS)
