Fahrten,Namen
507,Bern - Jegenstorf
24,Hindelbank - Jegenstorf
15,Jegenstorf - Ostermundigen
13,Jegenstorf - Köniz
10,Jegenstorf - Lyss
7,Jegenstorf - Muri bei Bern
6,Bern - Fraubrunnen
5,Belp - Jegenstorf
5,Bremgarten bei Bern - Jegenstorf
3,Jegenstorf - Kirchlindach
2,Aarberg - Jegenstorf
2,Jegenstorf - Zürich
2,Jegenstorf - Olten
1,Bern - Messen
1,Freimettigen - Jegenstorf
1,Jegenstorf - Kerzers
1,Jegenstorf - Langnau im Emmental
1,Jegenstorf - Wünnewil-Flamatt
1,Fraubrunnen - Hindelbank
1,Jegenstorf - Kehrsatz
