Fahrten,Namen
402,RE5 (Regionalverkehr Bern-Solothurn)
21,8 (Städtische Verkehrsbetriebe Bern)
15,12 (Städtische Verkehrsbetriebe Bern)
15,S2 (BLS AG (bls))
15,20 (Städtische Verkehrsbetriebe Bern)
9,10 (Städtische Verkehrsbetriebe Bern)
6,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
4,9 (Städtische Verkehrsbetriebe Bern)
4,7 (Städtische Verkehrsbetriebe Bern)
4,S4 (BLS AG (bls))
4,S1 (BLS AG (bls))
4,6 (Städtische Verkehrsbetriebe Bern)
2,IR65 (BLS AG (bls))
2,EC (Schweizerische Bundesbahnen SBB)
2,IC8 (Schweizerische Bundesbahnen SBB)
1,S51 (BLS AG (bls))
1,RE7 (BLS AG (bls))
1,S52 (BLS AG (bls))
1,IC1 (Schweizerische Bundesbahnen SBB)
1,S31 (BLS AG (bls))
