Fahrten,Namen
487,Bern
179,Worb Dorf
148,Vechigen
80,Stettlen
51,Boll-Utzigen
37,Worbboden
28,"Bern, Hirschengraben"
25,Bolligen
15,"Bern, Inselplatz"
12,Thun
9,Bern (Marzilibahn)
7,Deisswil
6,Biel/Bienne
6,"Bern, Lorraine"
6,"Bern, Bollwerk"
5,Bern Marzili
5,Olten
4,Zürich HB
4,Bern Bümpliz Süd
4,Lyss
