Fahrten,Namen
2594,S7 (Regionalverkehr Bern-Solothurn)
248,46 (Autobusbetrieb RBS)
182,8 (Städtische Verkehrsbetriebe Bern)
154,451 (PostAuto AG)
142,20 (Städtische Verkehrsbetriebe Bern)
113,12 (Städtische Verkehrsbetriebe Bern)
98,10 (Städtische Verkehrsbetriebe Bern)
80,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
79,781 (PostAuto AG)
76,S2 (BLS AG (bls))
72,6 (Städtische Verkehrsbetriebe Bern)
70,7 (Städtische Verkehrsbetriebe Bern)
68,9 (Städtische Verkehrsbetriebe Bern)
51,RE1 (BLS AG (bls))
45,S4 (BLS AG (bls))
45,S31 (BLS AG (bls))
32,21 (Städtische Verkehrsbetriebe Bern)
22,IR35 (Schweizerische Bundesbahnen SBB)
21,791 (PostAuto AG)
19,S3 (BLS AG (bls))
