Fahrten,Namen
2958,RE5 (Regionalverkehr Bern-Solothurn)
453,S20 (Schweizerische Bundesbahnen SBB)
210,5 (Busbetrieb Solothurn und Umgebung)
176,7 (Busbetrieb Solothurn und Umgebung)
163,20 (Städtische Verkehrsbetriebe Bern)
158,2 (Busbetrieb Solothurn und Umgebung)
135,12 (Städtische Verkehrsbetriebe Bern)
124,S8 (Regionalverkehr Bern-Solothurn)
122,3 (Busbetrieb Solothurn und Umgebung)
95,S11 (Aare Seeland mobil (snb))
79,8 (Städtische Verkehrsbetriebe Bern)
70,1 (Busbetrieb Solothurn und Umgebung)
51,21 (Busbetrieb Grenchen und Umgebung)
49,10 (Städtische Verkehrsbetriebe Bern)
45,9 (Städtische Verkehrsbetriebe Bern)
37,S7 (Regionalverkehr Bern-Solothurn)
33,19 (Städtische Verkehrsbetriebe Bern)
33,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
33,6 (Städtische Verkehrsbetriebe Bern)
33,IC5 (Schweizerische Bundesbahnen SBB)
