Fahrten,Namen
4769,RE5 (Regionalverkehr Bern-Solothurn)
753,S20 (Schweizerische Bundesbahnen SBB)
449,5 (Busbetrieb Solothurn und Umgebung)
422,2 (Busbetrieb Solothurn und Umgebung)
328,S8 (Regionalverkehr Bern-Solothurn)
268,1 (Busbetrieb Solothurn und Umgebung)
250,7 (Busbetrieb Solothurn und Umgebung)
225,20 (Städtische Verkehrsbetriebe Bern)
171,12 (Städtische Verkehrsbetriebe Bern)
159,3 (Busbetrieb Solothurn und Umgebung)
159,884 (Autobusbetrieb RBS)
151,S11 (Aare Seeland mobil (snb))
132,886 (PostAuto AG)
132,465 (Busland AG)
129,882 (PostAuto AG)
102,885 (PostAuto AG)
98,S7 (Regionalverkehr Bern-Solothurn)
98,8 (Städtische Verkehrsbetriebe Bern)
93,10 (Städtische Verkehrsbetriebe Bern)
90,IC5 (Schweizerische Bundesbahnen SBB)
