Fahrten,Namen
245,Bern - Bätterkinden
109,Bern - Utzenstorf
75,Bätterkinden - Solothurn
65,Bern - Grossaffoltern
40,Bern - Fraubrunnen
39,Bern - Koppigen
37,Biberist - Bätterkinden
33,Bätterkinden - Zuchwil
28,Buchegg - Solothurn
28,Bätterkinden - Mattstetten
27,Bätterkinden - Lyssach
26,Bätterkinden - Lohn-Ammannsegg
23,Solothurn - Utzenstorf
22,Burgdorf - Bätterkinden
21,Koppigen - Solothurn
20,Herzogenbuchsee - Koppigen
20,Biel/Bienne - Grossaffoltern
17,Bätterkinden - Fraubrunnen
16,Biberist - Buchegg
16,Bätterkinden - Jegenstorf
