Fahrten,Namen
378,Bern - Jegenstorf
142,Bern - Fraubrunnen
63,Bern - Mattstetten
45,Ittigen - Jegenstorf
31,Jegenstorf - Köniz
24,Bätterkinden - Mattstetten
22,Jegenstorf - Thun
19,Jegenstorf - Mattstetten
18,Jegenstorf - Zollikofen
16,Mattstetten - Solothurn
15,Fraubrunnen - Mattstetten
15,Fraubrunnen - Zollikofen
13,Fraubrunnen - Ittigen
12,Solothurn - Zollikofen
11,Ittigen - Mattstetten
10,Bätterkinden - Zollikofen
10,Mattstetten - Thun
7,Fraubrunnen - Moosseedorf
6,Ittigen - Solothurn
6,Ittigen - Zuchwil
