Fahrten,Namen
798,Bern - Mattstetten
546,Bern - Jegenstorf
215,Jegenstorf - Mattstetten
164,Bern - Fraubrunnen
110,Ittigen - Jegenstorf
106,Jegenstorf - Rapperswil (BE)
103,Ittigen - Mattstetten
98,Burgdorf - Jegenstorf
96,Fraubrunnen - Mattstetten
93,Jegenstorf - Zollikofen
80,Mattstetten - Zollikofen
78,Bern - Bäriswil
59,Jegenstorf - Moosseedorf
58,Mattstetten - Rapperswil (BE)
57,Mattstetten - Ostermundigen
47,Lyssach - Mattstetten
37,Bern - Lyssach
36,Jegenstorf - Ostermundigen
36,Lyssach - Moosseedorf
35,Burgdorf - Fraubrunnen
