Fahrten,Namen
351,Bern - Fraubrunnen
72,Bern - Lyssach
69,Burgdorf - Fraubrunnen
47,Fraubrunnen - Jegenstorf
42,Fraubrunnen - Mattstetten
38,Fraubrunnen - Kirchberg (BE)
25,Lyssach - Mattstetten
22,Bätterkinden - Fraubrunnen
21,Fraubrunnen - Ittigen
19,Fraubrunnen - Solothurn
18,Fraubrunnen - Rapperswil (BE)
17,Fraubrunnen - Zollikofen
16,Lyssach - Moosseedorf
15,Lyssach - Rapperswil (BE)
14,Fraubrunnen - Utzenstorf
14,Jegenstorf - Lyssach
13,Bätterkinden - Lyssach
12,Ittigen - Lyssach
12,Fraubrunnen - Ostermundigen
12,Fraubrunnen - Moosseedorf
