Fahrten,Namen
864,RE5 (Regionalverkehr Bern-Solothurn)
414,S8 (Regionalverkehr Bern-Solothurn)
334,465 (Busland AG)
57,884 (Autobusbetrieb RBS)
55,IR35 (Schweizerische Bundesbahnen SBB)
46,S44 (BLS AG (bls))
43,20 (Städtische Verkehrsbetriebe Bern)
30,S4 (BLS AG (bls))
30,10 (Städtische Verkehrsbetriebe Bern)
25,7 (Städtische Verkehrsbetriebe Bern)
25,S31 (BLS AG (bls))
23,38 (Autobusbetrieb RBS)
21,12 (Städtische Verkehrsbetriebe Bern)
21,S7 (Regionalverkehr Bern-Solothurn)
18,S3 (BLS AG (bls))
17,8 (Städtische Verkehrsbetriebe Bern)
16,41 (Autobusbetrieb RBS)
14,5 (Busbetrieb Solothurn und Umgebung)
13,6 (Städtische Verkehrsbetriebe Bern)
13,17 (Städtische Verkehrsbetriebe Bern)
