Fahrten,Namen
1134,Fraubrunnen
484,Bern
293,"Lyssach, Bernstrasse West"
174,Jegenstorf
94,Bätterkinden
75,Solothurn
61,Schönbühl RBS
53,Burgdorf
49,Zollikofen
37,"Bern, Hirschengraben"
36,"Bätterkinden, Bahnhof"
35,Schönbühl Shoppyland
31,"Bern, Bollwerk"
29,"Utzenstorf, Poststrasse"
27,Münchenbuchsee
26,Kirchberg-Alchenflüh
19,"Solothurn, Hauptbahnhof"
18,"Schönbühl RBS, Bahnhof"
18,"Zollikofen, Bahnhof"
18,Worblaufen
