Fahrten,Namen
288,RE5 (Regionalverkehr Bern-Solothurn)
92,465 (Busland AG)
30,20 (Städtische Verkehrsbetriebe Bern)
22,IR35 (Schweizerische Bundesbahnen SBB)
13,12 (Städtische Verkehrsbetriebe Bern)
10,10 (Städtische Verkehrsbetriebe Bern)
9,8 (Städtische Verkehrsbetriebe Bern)
6,6 (Städtische Verkehrsbetriebe Bern)
4,S5 (BLS AG (bls))
2,IC81 (Schweizerische Bundesbahnen SBB)
2,9 (Städtische Verkehrsbetriebe Bern)
2,7 (Städtische Verkehrsbetriebe Bern)
2,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
1,IR65 (BLS AG (bls))
1,S6 (BLS AG (bls))
1,IR17 (BLS AG (bls))
1,S2 (BLS AG (bls))
1,IC1 (Schweizerische Bundesbahnen SBB)
1,RE3 (Transports publics fribourgeois)
1,S3 (BLS AG (bls))
