Fahrten,Namen
172,RE5 (Regionalverkehr Bern-Solothurn)
17,20 (Städtische Verkehrsbetriebe Bern)
7,12 (Städtische Verkehrsbetriebe Bern)
5,465 (Busland AG)
5,10 (Städtische Verkehrsbetriebe Bern)
5,8 (Städtische Verkehrsbetriebe Bern)
4,6 (Städtische Verkehrsbetriebe Bern)
1,IC1 (Schweizerische Bundesbahnen SBB)
1,RE3 (Transports publics fribourgeois)
1,RE1 (BLS AG (bls))
1,EC (Schweizerische Bundesbahnen SBB)
1,IC81 (Schweizerische Bundesbahnen SBB)
1,S4 (BLS AG (bls))
1,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
0,7 (Städtische Verkehrsbetriebe Bern)
0,9 (Städtische Verkehrsbetriebe Bern)
0,S2 (BLS AG (bls))
0,S51 (BLS AG (bls))
0,RE7 (BLS AG (bls))
0,11 (Städtische Verkehrsbetriebe Bern)
