Fahrten,Namen
141,Bern - Fraubrunnen
19,Fraubrunnen - Jegenstorf
11,Fraubrunnen - Mattstetten
10,Fraubrunnen - Ittigen
9,Bätterkinden - Jegenstorf
8,Jegenstorf - Utzenstorf
4,Fraubrunnen - Zollikofen
3,Fraubrunnen - Solothurn
3,Fraubrunnen - Moosseedorf
2,Fraubrunnen - Köniz
2,Fraubrunnen - Ostermundigen
2,Bätterkinden - Ostermundigen
2,Fraubrunnen - Rapperswil (BE)
2,Jegenstorf - Koppigen
1,Fraubrunnen - Muri bei Bern
1,Fraubrunnen - Lyss
1,Fraubrunnen - Worb
1,Biel/Bienne - Fraubrunnen
1,Bätterkinden - Ittigen
1,Fraubrunnen - Lengnau (BE)
