Fahrten,Namen
5024,RE5 (Regionalverkehr Bern-Solothurn)
743,S20 (Schweizerische Bundesbahnen SBB)
449,5 (Busbetrieb Solothurn und Umgebung)
421,2 (Busbetrieb Solothurn und Umgebung)
347,S8 (Regionalverkehr Bern-Solothurn)
268,1 (Busbetrieb Solothurn und Umgebung)
250,7 (Busbetrieb Solothurn und Umgebung)
238,20 (Städtische Verkehrsbetriebe Bern)
181,884 (Autobusbetrieb RBS)
177,3 (Busbetrieb Solothurn und Umgebung)
175,12 (Städtische Verkehrsbetriebe Bern)
151,S11 (Aare Seeland mobil (snb))
151,886 (PostAuto AG)
145,882 (PostAuto AG)
142,465 (Busland AG)
131,885 (PostAuto AG)
101,S7 (Regionalverkehr Bern-Solothurn)
100,8 (Städtische Verkehrsbetriebe Bern)
96,10 (Städtische Verkehrsbetriebe Bern)
88,IC5 (Schweizerische Bundesbahnen SBB)
