Fahrten,Namen
13923,S7 (Regionalverkehr Bern-Solothurn)
8614,S8 (Regionalverkehr Bern-Solothurn)
1661,10 (Städtische Verkehrsbetriebe Bern)
1366,8 (Städtische Verkehrsbetriebe Bern)
1300,S9 (Regionalverkehr Bern-Solothurn)
794,12 (Städtische Verkehrsbetriebe Bern)
771,7 (Städtische Verkehrsbetriebe Bern)
745,38 (Autobusbetrieb RBS)
566,S2 (BLS AG (bls))
561,6 (Städtische Verkehrsbetriebe Bern)
468,9 (Städtische Verkehrsbetriebe Bern)
398,451 (PostAuto AG)
394,20 (Städtische Verkehrsbetriebe Bern)
375,RE1 (BLS AG (bls))
363,34 (Autobusbetrieb RBS)
338,IR65 (BLS AG (bls))
313,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
308,36 (Autobusbetrieb RBS)
287,17 (Städtische Verkehrsbetriebe Bern)
282,21 (Städtische Verkehrsbetriebe Bern)
