Fahrten,Namen
3485,Bern
2232,Ittigen
1050,Zollikofen
493,Jegenstorf
482,Mattstetten
460,Moosseedorf
403,Thun
335,Worb
279,Köniz
266,Vechigen
191,Biel/Bienne
191,Bolligen
168,Fraubrunnen
90,Stettlen
84,Zürich
80,Burgdorf
72,Olten
70,Lyss
67,Fribourg
61,Steffisburg
