Fahrten,Namen
238,S8 (Regionalverkehr Bern-Solothurn)
211,38 (Autobusbetrieb RBS)
28,S4 (BLS AG (bls))
9,RE1 (BLS AG (bls))
4,IC61 (Schweizerische Bundesbahnen SBB)
3,S45 (BLS AG (bls))
3,IR17 (BLS AG (bls))
2,S2 (BLS AG (bls))
2,2 (STI Bus AG)
2,5 (STI Bus AG)
1,467 (Busland AG)
1,S5 (BLS AG (bls))
1,S7 (Regionalverkehr Bern-Solothurn)
1,RE7 (BLS AG (bls))
1,IC6 (Schweizerische Bundesbahnen SBB)
1,S52 (BLS AG (bls))
1,1 (STI Bus AG)
1,471 (Busland AG)
1,IC1 (Schweizerische Bundesbahnen SBB)
1,S6 (BLS AG (bls))
