Fahrten,Namen
266,S7 (Regionalverkehr Bern-Solothurn)
17,10 (Städtische Verkehrsbetriebe Bern)
12,IR65 (BLS AG (bls))
9,12 (Städtische Verkehrsbetriebe Bern)
9,EC (Schweizerische Bundesbahnen SBB)
6,7 (Städtische Verkehrsbetriebe Bern)
4,S44 (BLS AG (bls))
4,IC1 (Schweizerische Bundesbahnen SBB)
3,RE5 (Regionalverkehr Bern-Solothurn)
3,19 (Städtische Verkehrsbetriebe Bern)
2,S3 (BLS AG (bls))
2,IR35 (Schweizerische Bundesbahnen SBB)
2,RE1 (BLS AG (bls))
2,S52 (BLS AG (bls))
2,9 (Städtische Verkehrsbetriebe Bern)
2,IR16 (Schweizerische Bundesbahnen SBB)
2,10 (Verkehrsbetriebe Zürich INFO+)
2,17 (Städtische Verkehrsbetriebe Bern)
1,781 (PostAuto AG)
1,451 (PostAuto AG)
