Fahrten,Namen
382,S8 (Regionalverkehr Bern-Solothurn)
187,884 (Autobusbetrieb RBS)
88,RE5 (Regionalverkehr Bern-Solothurn)
77,S44 (BLS AG (bls))
66,363 (Autobusbetrieb RBS)
20,465 (Busland AG)
16,882 (PostAuto AG)
9,36 (Autobusbetrieb RBS)
8,10 (Städtische Verkehrsbetriebe Bern)
7,466 (Busland AG)
7,467 (Busland AG)
7,S31 (BLS AG (bls))
7,41 (Autobusbetrieb RBS)
5,38 (Autobusbetrieb RBS)
5,IC5 (Schweizerische Bundesbahnen SBB)
4,5 (Busbetrieb Solothurn und Umgebung)
4,2 (Busbetrieb Solothurn und Umgebung)
3,20 (Städtische Verkehrsbetriebe Bern)
2,34 (Autobusbetrieb RBS)
2,12 (Städtische Verkehrsbetriebe Bern)
