Fahrten,Namen
2614,Bern
1998,Vechigen
1197,Worb
1108,Stettlen
623,Ostermundigen
496,Ittigen
153,Köniz
130,Bolligen
113,Rubigen
101,Zollikofen
75,Mattstetten
55,Belp
54,Burgdorf
44,Krauchthal
43,Rapperswil (BE)
42,Muri bei Bern
32,Moosseedorf
29,Münsingen
28,Thun
25,Bremgarten bei Bern
