Fahrten,Namen
414,S8 (Regionalverkehr Bern-Solothurn)
170,884 (Autobusbetrieb RBS)
66,363 (Autobusbetrieb RBS)
64,S44 (BLS AG (bls))
58,RE5 (Regionalverkehr Bern-Solothurn)
25,465 (Busland AG)
16,882 (PostAuto AG)
13,36 (Autobusbetrieb RBS)
9,41 (Autobusbetrieb RBS)
8,S31 (BLS AG (bls))
7,466 (Busland AG)
6,467 (Busland AG)
6,38 (Autobusbetrieb RBS)
5,10 (Städtische Verkehrsbetriebe Bern)
4,IC5 (Schweizerische Bundesbahnen SBB)
4,2 (Busbetrieb Solothurn und Umgebung)
4,5 (Busbetrieb Solothurn und Umgebung)
4,S7 (Regionalverkehr Bern-Solothurn)
2,34 (Autobusbetrieb RBS)
2,M11 (Busbetrieb Solothurn und Umgebung)
