Fahrten,Namen
647,S7 (Regionalverkehr Bern-Solothurn)
67,44 (Autobusbetrieb RBS)
63,6 (Städtische Verkehrsbetriebe Bern)
25,10 (Städtische Verkehrsbetriebe Bern)
23,8 (Städtische Verkehrsbetriebe Bern)
22,40 (Autobusbetrieb RBS)
17,S2 (BLS AG (bls))
16,12 (Städtische Verkehrsbetriebe Bern)
15,20 (Städtische Verkehrsbetriebe Bern)
15,S8 (Regionalverkehr Bern-Solothurn)
13,S1 (BLS AG (bls))
10,794 (PostAuto AG)
10,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,7 (Städtische Verkehrsbetriebe Bern)
8,36 (Autobusbetrieb RBS)
7,9 (Städtische Verkehrsbetriebe Bern)
6,S42 (BLS AG (bls))
6,RE1 (BLS AG (bls))
5,791 (PostAuto AG)
5,S31 (BLS AG (bls))
