Fahrten,Namen
1418,S7 (Regionalverkehr Bern-Solothurn)
82,8 (Städtische Verkehrsbetriebe Bern)
79,781 (PostAuto AG)
71,10 (Städtische Verkehrsbetriebe Bern)
70,20 (Städtische Verkehrsbetriebe Bern)
57,12 (Städtische Verkehrsbetriebe Bern)
46,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
39,9 (Städtische Verkehrsbetriebe Bern)
36,6 (Städtische Verkehrsbetriebe Bern)
32,S4 (BLS AG (bls))
29,RE1 (BLS AG (bls))
24,7 (Städtische Verkehrsbetriebe Bern)
23,S2 (BLS AG (bls))
21,791 (PostAuto AG)
19,S31 (BLS AG (bls))
16,S44 (BLS AG (bls))
15,IR35 (Schweizerische Bundesbahnen SBB)
14,S1 (BLS AG (bls))
13,S3 (BLS AG (bls))
11,RE7 (BLS AG (bls))
