Fahrten,Namen
455,Bern
179,Worb Dorf
148,Vechigen
80,Stettlen
51,Boll-Utzigen
37,Worbboden
27,"Bern, Hirschengraben"
15,"Bern, Inselplatz"
9,Bern (Marzilibahn)
6,"Bern, Lorraine"
6,"Bern, Bollwerk"
5,Bern Marzili
4,"Walkringen, Bahnhof"
4,"Bern, Tscharnergut"
4,Bern Bümpliz Süd
4,Thun
3,Münchenbuchsee
3,Olten
2,"Enggistein, Dorf"
2,Biel/Bienne
