Fahrten,Namen
51,465 (Busland AG)
51,S8 (Regionalverkehr Bern-Solothurn)
9,S2 (BLS AG (bls))
5,8 (Städtische Verkehrsbetriebe Bern)
4,10 (Städtische Verkehrsbetriebe Bern)
3,IR15 (Schweizerische Bundesbahnen SBB)
3,S5 (BLS AG (bls))
2,100 (PostAuto AG)
2,9 (Städtische Verkehrsbetriebe Bern)
2,IC61 (Schweizerische Bundesbahnen SBB)
1,104 (PostAuto AG)
1,12 (Städtische Verkehrsbetriebe Bern)
1,21 (Städtische Verkehrsbetriebe Bern)
1,6 (Städtische Verkehrsbetriebe Bern)
1,S6 (BLS AG (bls))
1,101 (PostAuto AG)
1,S20 (Transports publics fribourgeois)
1,10 (Service d'automobiles TPF)
1,19 (Städtische Verkehrsbetriebe Bern)
1,S44 (BLS AG (bls))
