Fahrten,Namen
154,RE5 (Regionalverkehr Bern-Solothurn)
18,2 (Busbetrieb Solothurn und Umgebung)
11,20 (Städtische Verkehrsbetriebe Bern)
7,12 (Städtische Verkehrsbetriebe Bern)
2,10 (Städtische Verkehrsbetriebe Bern)
2,8 (Städtische Verkehrsbetriebe Bern)
1,S2 (BLS AG (bls))
1,IR65 (BLS AG (bls))
1,7 (Städtische Verkehrsbetriebe Bern)
1,S1 (BLS AG (bls))
1,RE1 (BLS AG (bls))
1,6 (Städtische Verkehrsbetriebe Bern)
1,S51 (BLS AG (bls))
0,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
0,S3 (BLS AG (bls))
0,9 (Städtische Verkehrsbetriebe Bern)
0,S31 (BLS AG (bls))
0,IR15 (Schweizerische Bundesbahnen SBB)
0,11 (Städtische Verkehrsbetriebe Bern)
0,101 (PostAuto AG)
