Fahrten,Namen
364,Bern - Mattstetten
24,Bern - Bäriswil
23,Mattstetten - Ostermundigen
22,Köniz - Mattstetten
13,Mattstetten - Muri bei Bern
13,Biel/Bienne - Mattstetten
8,Mattstetten - Thun
6,Mattstetten - Münsingen
3,Mattstetten - Steffisburg
3,Mattstetten - Studen (BE)
2,Mattstetten - Wohlen bei Bern
2,Bremgarten bei Bern - Mattstetten
2,Mattstetten - Worb
2,Langenthal - Mattstetten
2,Kerzers - Mattstetten
2,Aarberg - Mattstetten
1,Mattstetten - Port
1,Mattstetten - Nidau
1,Greng - Mattstetten
1,Kirchlindach - Mattstetten
