Fahrten,Namen
306,Bern - Ittigen
32,Ittigen - Thun
24,Bern - Thun
18,Ittigen - Köniz
17,Ittigen - Münsingen
15,Ittigen - Lyss
12,Belp - Ittigen
11,Bern - Burgdorf
10,Ittigen - Steffisburg
9,Bern - Münsingen
9,Burgdorf - Ittigen
8,Ittigen - Zürich
8,Bern - Lyss
8,Freimettigen - Mattstetten
6,Belp - Bern
5,Ittigen - Solothurn
5,Freimettigen - Ittigen
4,Bern - Steffisburg
4,Ittigen - Wünnewil-Flamatt
4,Bern - Solothurn
