Fahrten,Namen
150,Bern - Ittigen
32,Ittigen - Thun
24,Bern - Thun
15,Ittigen - Lyss
11,Bern - Burgdorf
9,Burgdorf - Ittigen
9,Ittigen - Münsingen
8,Ittigen - Steffisburg
8,Ittigen - Zürich
8,Bern - Lyss
8,Belp - Ittigen
6,Bern - Münsingen
5,Ittigen - Solothurn
5,Freimettigen - Ittigen
4,Bern - Steffisburg
4,Bern - Solothurn
3,Fraubrunnen - Ittigen
3,Ittigen - Kehrsatz
3,Freimettigen - Mattstetten
3,Ittigen - Köniz
