Fahrten,Namen
723,S7 (Regionalverkehr Bern-Solothurn)
81,S8 (Regionalverkehr Bern-Solothurn)
59,RE1 (BLS AG (bls))
42,IC61 (Schweizerische Bundesbahnen SBB)
35,S2 (BLS AG (bls))
31,RE5 (Regionalverkehr Bern-Solothurn)
26,IR65 (BLS AG (bls))
20,IR35 (Schweizerische Bundesbahnen SBB)
19,S4 (BLS AG (bls))
15,RE7 (BLS AG (bls))
13,1 (STI Bus AG)
11,2 (STI Bus AG)
10,IC81 (Schweizerische Bundesbahnen SBB)
9,5 (STI Bus AG)
9,S5 (BLS AG (bls))
8,IC1 (Schweizerische Bundesbahnen SBB)
8,S1 (BLS AG (bls))
7,S44 (BLS AG (bls))
6,S51 (BLS AG (bls))
6,IC8 (Schweizerische Bundesbahnen SBB)
