Fahrten,Namen
435,S7 (Regionalverkehr Bern-Solothurn)
21,S8 (Regionalverkehr Bern-Solothurn)
13,36 (Autobusbetrieb RBS)
11,791 (PostAuto AG)
11,40 (Autobusbetrieb RBS)
9,12 (Städtische Verkehrsbetriebe Bern)
8,S2 (BLS AG (bls))
8,794 (PostAuto AG)
6,20 (Städtische Verkehrsbetriebe Bern)
6,S9 (Regionalverkehr Bern-Solothurn)
5,10 (Städtische Verkehrsbetriebe Bern)
4,EC (Schweizerische Bundesbahnen SBB)
4,8 (Städtische Verkehrsbetriebe Bern)
3,46 (Autobusbetrieb RBS)
3,34 (Autobusbetrieb RBS)
3,S6 (BLS AG (bls))
3,6 (Städtische Verkehrsbetriebe Bern)
2,S1 (BLS AG (bls))
2,S52 (BLS AG (bls))
2,RE5 (Regionalverkehr Bern-Solothurn)
