Fahrten,Namen
340,Bern - Stettlen
76,Ittigen - Stettlen
66,Bern - Ostermundigen
59,Ittigen - Ostermundigen
33,Ostermundigen - Stettlen
29,Bolligen - Stettlen
29,Ostermundigen - Vechigen
18,Bolligen - Ostermundigen
18,Ostermundigen - Worb
17,Köniz - Stettlen
16,Stettlen - Vechigen
15,Ostermundigen - Zollikofen
15,Stettlen - Zollikofen
14,Stettlen - Worb
11,Mattstetten - Stettlen
11,Rapperswil (BE) - Stettlen
6,Mattstetten - Ostermundigen
6,Muri bei Bern - Stettlen
6,Moosseedorf - Stettlen
5,Muri bei Bern - Ostermundigen
