Fahrten,Namen
559,Bern
411,Worb
270,Vechigen
96,Stettlen
81,Ittigen
31,Zollikofen
16,Ostermundigen
14,Thun
10,Bolligen
8,Köniz
8,Biel/Bienne
7,Jegenstorf
6,Moosseedorf
5,Rapperswil (BE)
5,Walkringen
4,Lyss
3,Olten
3,Mattstetten
3,Schwarzenburg
3,Bremgarten bei Bern
