Fahrten,Namen
4796,S7 (Regionalverkehr Bern-Solothurn)
353,8 (Städtische Verkehrsbetriebe Bern)
319,10 (Städtische Verkehrsbetriebe Bern)
173,40 (Autobusbetrieb RBS)
168,41 (Autobusbetrieb RBS)
138,S2 (BLS AG (bls))
134,12 (Städtische Verkehrsbetriebe Bern)
116,7 (Städtische Verkehrsbetriebe Bern)
116,9 (Städtische Verkehrsbetriebe Bern)
82,IR65 (BLS AG (bls))
75,RE5 (Regionalverkehr Bern-Solothurn)
71,EC (Schweizerische Bundesbahnen SBB)
70,RE1 (BLS AG (bls))
67,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
65,21 (Städtische Verkehrsbetriebe Bern)
64,19 (Städtische Verkehrsbetriebe Bern)
62,6 (Städtische Verkehrsbetriebe Bern)
60,IC1 (Schweizerische Bundesbahnen SBB)
59,101 (PostAuto AG)
58,IC61 (Schweizerische Bundesbahnen SBB)
