Fahrten,Namen
519,Bern - Jegenstorf
76,Bern - Fraubrunnen
31,Jegenstorf - Köniz
26,Jegenstorf - Ostermundigen
21,Bern - Lyssach
19,Jegenstorf - Muri bei Bern
12,Jegenstorf - Thun
7,Köniz - Lyssach
5,Bremgarten bei Bern - Jegenstorf
5,Jegenstorf - Münsingen
4,Bern - Messen
4,Fraubrunnen - Ostermundigen
3,Herzogenbuchsee - Jegenstorf
3,Bern - Kernenried
3,Aarberg - Jegenstorf
3,Jegenstorf - Langenthal
3,Burgdorf - Fraubrunnen
2,Jegenstorf - Wohlen bei Bern
2,Fraubrunnen - Köniz
2,Jegenstorf - Studen (BE)
