Fahrten,Namen
493,Bern
419,Jegenstorf
69,Grafenried
19,"Bern, Eigerplatz"
17,"Bern, Inselpark"
13,Thun
12,"Bethlehem b. Bern, Säge"
11,Bern Bümpliz Süd
10,"Liebefeld, Liebefeld Park"
9,Bern Europaplatz
8,"Bern, Munzinger"
8,Bern Marzili
7,"Bern, Länggasse"
5,Niederwangen
5,"Jegenstorf, Zentrum"
5,"Bern, Salem"
4,"Bern, Bärenpark"
3,"Bern, Thunplatz"
3,"Bern, Sandrain"
3,"Zuzwil BE, Dorfplatz"
