Fahrten,Namen
1137,S7 (Regionalverkehr Bern-Solothurn)
95,795 (PostAuto AG)
78,7 (Städtische Verkehrsbetriebe Bern)
75,781 (PostAuto AG)
58,10 (Städtische Verkehrsbetriebe Bern)
42,S3 (BLS AG (bls))
42,S52 (BLS AG (bls))
34,19 (Städtische Verkehrsbetriebe Bern)
30,8 (Städtische Verkehrsbetriebe Bern)
28,9 (Städtische Verkehrsbetriebe Bern)
26,17 (Städtische Verkehrsbetriebe Bern)
26,20 (Städtische Verkehrsbetriebe Bern)
24,IR35 (Schweizerische Bundesbahnen SBB)
22,EC (Schweizerische Bundesbahnen SBB)
18,S44 (BLS AG (bls))
17,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
10,S4 (BLS AG (bls))
9,S1 (BLS AG (bls))
8,794 (PostAuto AG)
8,RE1 (BLS AG (bls))
