Fahrten,Namen
100,S7 (Regionalverkehr Bern-Solothurn)
8,EC (Schweizerische Bundesbahnen SBB)
7,10 (Städtische Verkehrsbetriebe Bern)
6,7 (Städtische Verkehrsbetriebe Bern)
4,IR65 (BLS AG (bls))
3,19 (Städtische Verkehrsbetriebe Bern)
2,IC1 (Schweizerische Bundesbahnen SBB)
2,S3 (BLS AG (bls))
2,S52 (BLS AG (bls))
2,17 (Städtische Verkehrsbetriebe Bern)
1,RE5 (Regionalverkehr Bern-Solothurn)
1,781 (PostAuto AG)
1,10 (Verkehrsbetriebe Zürich INFO+)
1,IR35 (Schweizerische Bundesbahnen SBB)
1,RE1 (BLS AG (bls))
1,IR16 (Schweizerische Bundesbahnen SBB)
1,S6 (BLS AG (bls))
1,RE9 (BLS AG (bls))
1,795 (PostAuto AG)
1,4 (Verkehrsbetriebe Zürich INFO+)
