Fahrten,Namen
1137,Bern
436,Boll-Utzigen
196,Worbboden
195,Deisswil
106,"Worb Dorf, Bahnhof"
90,"Rubigen, Bahnhof"
75,"Boll-Utzigen, Bahnhof"
74,"Boll-Utzigen, Vorderer Rain"
59,Worb Dorf
56,Vechigen
35,"Bern, Salem"
32,"Bern, Loryplatz"
26,Burgdorf
26,Belp Steinbach
25,"Bern, Sulgenau"
23,"Liebefeld, Neuhausplatz"
21,"Bern, Zytglogge"
19,Bern Bümpliz Nord
17,Bern Marzili
17,Bern Stöckacker
