Fahrten,Namen
369,Bern - Jegenstorf
30,Jegenstorf - Solothurn
26,Bätterkinden - Mattstetten
17,Mattstetten - Solothurn
13,Jegenstorf - Köniz
12,Solothurn - Zollikofen
11,Biel/Bienne - Jegenstorf
11,Bätterkinden - Jegenstorf
11,Fraubrunnen - Zollikofen
10,Bätterkinden - Zollikofen
7,Jegenstorf - Zuchwil
6,Ittigen - Solothurn
6,Jegenstorf - Lohn-Ammannsegg
6,Ittigen - Zuchwil
6,Moosseedorf - Solothurn
6,Lohn-Ammannsegg - Mattstetten
6,Bätterkinden - Moosseedorf
5,Fraubrunnen - Mattstetten
5,Biberist - Jegenstorf
5,Fraubrunnen - Moosseedorf
