Fahrten,Namen
1276,RE5 (Regionalverkehr Bern-Solothurn)
472,S8 (Regionalverkehr Bern-Solothurn)
76,S20 (Schweizerische Bundesbahnen SBB)
67,20 (Städtische Verkehrsbetriebe Bern)
53,871 (Autobusbetrieb RBS)
47,S4 (BLS AG (bls))
45,5 (Busbetrieb Solothurn und Umgebung)
44,2 (Busbetrieb Solothurn und Umgebung)
34,10 (Städtische Verkehrsbetriebe Bern)
31,S44 (BLS AG (bls))
28,1 (Busbetrieb Solothurn und Umgebung)
27,8 (Städtische Verkehrsbetriebe Bern)
26,S2 (BLS AG (bls))
25,38 (Autobusbetrieb RBS)
25,IC5 (Schweizerische Bundesbahnen SBB)
20,12 (Städtische Verkehrsbetriebe Bern)
18,884 (Autobusbetrieb RBS)
16,S11 (Aare Seeland mobil (snb))
14,7 (Städtische Verkehrsbetriebe Bern)
14,IR65 (BLS AG (bls))
